,country,points,price,variety,province,winery
103914,US,91,34.0,Pinot Noir,California,Peter Paul Wines
103915,Germany,91,27.0,Riesling,Nahe,Prinz Salm
103917,France,91,38.0,Chardonnay,Burgundy,Rijckaert
103922,Argentina,91,45.0,Cabernet Sauvignon,Mendoza Province,Viña Cobos
103923,Germany,91,27.0,Riesling,Mosel,Willi Haag
103924,US,91,48.0,Pinot Noir,Oregon,Winderlea
103925,Germany,90,15.0,Riesling,Mosel,Dr. Pauly Bergweiler
103928,France,86,25.0,Bordeaux-style Red Blend,Bordeaux,Château Ferran
103929,France,86,18.0,Bordeaux-style Red Blend,Bordeaux,Château Peugeais
103930,France,86,19.0,Bordeaux-style Red Blend,Bordeaux,Château Semonlon
103931,US,86,11.0,Chardonnay,Washington,Chateau Ste. Michelle
103932,Chile,86,19.0,Cabernet Sauvignon,Colchagua Valley,Chilcas
103934,France,86,16.0,Bordeaux-style Red Blend,Bordeaux,Domaine du Claouset
103936,US,86,15.0,Riesling,Washington,Gamache
103940,France,86,20.0,Bordeaux-style Red Blend,Bordeaux,noblet
103942,Chile,86,15.0,Cabernet Sauvignon,Maipo Valley,Santa Alicia
103943,US,86,35.0,Chardonnay,California,Leto
103944,Chile,86,25.0,Pinot Noir,Leyda Valley,Luis Felipe Edwards
103947,US,86,26.0,Riesling,California,V. Sattui
103949,US,86,20.0,Riesling,New York,Standing Stone
103953,Chile,86,12.0,Cabernet Sauvignon,Casablanca Valley,Viña Casablanca
103955,US,86,28.0,Cabernet Sauvignon,California,Perry Creek
103956,US,86,27.0,Cabernet Sauvignon,California,Two Angels
103958,US,87,21.0,Rosé,California,Smoke Tree
103959,US,87,28.0,Syrah,Oregon,Sweet Cheeks
103962,US,87,13.0,Pinot Noir,Oregon,The Great Oregon Wine Company
103964,Chile,87,15.0,Sauvignon Blanc,Leyda Valley,Undurraga
103965,France,87,16.0,Rosé,Bordeaux,Vignerons de Tutiac
103966,France,87,16.0,Rosé,Bordeaux,Vignerons de Tutiac
103968,US,87,36.0,Cabernet Sauvignon,California,Whalebone
103970,US,87,48.0,Bordeaux-style Red Blend,Washington,Auclair
103972,US,87,27.0,Merlot,California,Markham
103973,US,87,50.0,Cabernet Sauvignon,California,Martin Ray
103975,Chile,87,16.0,Pinot Noir,Aconcagua Costa,Montes
103976,US,87,40.0,Cabernet Sauvignon,Washington,Nodland
103977,US,87,80.0,Red Blend,California,Paraduxx
103981,US,87,17.0,Sauvignon Blanc,California,Slow Press
103982,US,87,30.0,Pinot Noir,California,Steele
103984,US,87,39.0,Syrah,Washington,Three Rivers
103988,US,80,30.0,Syrah,California,Fallbrook
103990,US,80,22.0,Red Blend,California,Michael David
103991,Argentina,80,10.0,Chardonnay,Mendoza Province,Alfredo Roca
103995,Chile,92,50.0,Cabernet Sauvignon,Puente Alto,Concha y Toro
103998,US,92,36.0,Merlot,Oregon,Sineann
104000,US,91,55.0,Pinot Noir,Oregon,WillaKenzie Estate
104005,US,86,18.0,Sauvignon Blanc,California,Rock Hollow
104011,Portugal,86,10.0,Rosé,Vinho Verde,Casa do Valle
104012,Chile,86,14.0,Chardonnay,Colchagua Valley,Casa Silva
104017,US,86,23.0,Chardonnay,California,Dillon
104021,Chile,86,16.0,Sauvignon Blanc,Casablanca Valley,William Cole
104023,Chile,86,22.0,Chardonnay,Casablanca Valley,Montes
104024,US,86,25.0,Cabernet Sauvignon,California,Oberon
104025,Chile,86,10.0,Chardonnay,Central Valley,oops
104026,US,86,34.0,Chardonnay,California,Pine Ridge
104029,US,86,23.0,Cabernet Sauvignon,California,Ruby Red
104031,US,92,60.0,Cabernet Sauvignon,Washington,Efeste
104033,US,92,49.0,Pinot Noir,California,Boheme
104035,US,92,35.0,Pinot Noir,California,Davies
104037,Australia,92,21.0,Chardonnay,Western Australia,Plantagenet
104042,US,92,65.0,Cabernet Sauvignon,California,Jean Edwards
104043,Germany,92,34.0,Riesling,Rheingau,Johannishof
104045,US,92,75.0,Pinot Noir,Oregon,WillaKenzie Estate
104048,Germany,92,54.0,Riesling,Mosel,Dr. Loosen
104050,US,92,30.0,Sauvignon Blanc,California,Galerie
104051,US,92,64.0,Bordeaux-style Red Blend,Washington,Andrew Will
104053,Australia,92,20.0,Chardonnay,Western Australia,Xanadu
104055,France,92,45.0,Bordeaux-style Red Blend,Bordeaux,Château de Pez
104058,France,92,30.0,Bordeaux-style Red Blend,Bordeaux,Château Siran
104060,US,92,90.0,Pinot Noir,Oregon,Domaine Serene
104063,US,92,40.0,Syrah,California,Rusack
104064,US,92,75.0,Bordeaux-style Red Blend,Washington,Seven Hills
104065,US,92,75.0,Cabernet Sauvignon,Washington,Seven Hills
104066,US,92,19.0,Pinot Noir,California,Starmont
104067,US,92,25.0,Sauvignon Blanc,California,Stewart Cellars
104068,Chile,92,35.0,Red Blend,Maule Valley,Undurraga
104069,US,92,50.0,Syrah,California,Waxwing
104070,US,92,55.0,Cabernet Sauvignon,California,Whalebone
104072,US,92,42.0,Pinot Noir,California,Joseph Swan Vineyards
104074,Australia,92,56.0,Pinot Noir,Victoria,Kooyong
104075,US,92,36.0,Sauvignon Blanc,California,Margerum
104077,US,92,75.0,Cabernet Sauvignon,Washington,Passing Time
104078,France,92,40.0,Riesling,Alsace,Domaine Zind-Humbrecht
104080,France,92,26.0,Riesling,Alsace,Domaine Zind-Humbrecht
104081,US,92,26.0,Cabernet Sauvignon,California,Dry Creek Vineyard
104083,US,92,60.0,Pinot Noir,California,Fulcrum
104084,US,92,65.0,Pinot Noir,California,Guarachi Family
104085,France,92,34.0,Riesling,Alsace,Gustave Lorentz
104086,US,92,48.0,Syrah,California,Hoi Polloi
104087,US,92,45.0,Red Blend,California,Hunnicutt
104088,US,92,90.0,Cabernet Sauvignon,California,Work
104089,US,91,30.0,Syrah,Oregon,Jaxon
104090,US,87,42.0,Bordeaux-style Red Blend,California,Rutherford Ranch
104091,US,87,45.0,Cabernet Sauvignon,Washington,Tertulia
104093,France,87,20.0,Rosé,Provence,Thomas Carteron
104098,US,87,54.0,Pinot Noir,Oregon,Lemelson
104101,US,87,13.0,Pinot Noir,California,Bridlewood
104105,Austria,87,13.0,Rosé,Burgenland,Winzerkeller Andau
104106,US,87,15.0,Riesling,New York,Highland Cellars
104107,US,87,36.0,Cabernet Sauvignon,Washington,Hightower
104115,France,87,24.0,Rosé,Provence,Château Carpe Diem
104116,France,87,15.0,Rosé,Provence,Château d'Astros
104117,France,87,30.0,Rosé,Provence,Château la Calisse
104118,France,87,18.0,Rosé,Provence,Château Roubine
104119,France,87,13.0,Rosé,Provence,Compagnie Viticole de Provence
104122,US,85,12.0,Pinot Noir,California,Hahn
104125,US,84,18.0,Red Blend,California,Chain Gang
104131,US,84,49.0,Cabernet Sauvignon,California,Hensley
104135,US,84,18.0,Chardonnay,California,Laurier
104136,Argentina,84,13.0,Rosé,Mendoza Province,Maipe
104138,US,84,20.0,Merlot,California,Lava Cap
104139,US,84,25.0,Merlot,California,San Simeon
104141,US,84,40.0,Chardonnay,California,Alysian
104143,US,84,15.0,Sauvignon Blanc,California,Donovan-Parke
104146,US,84,24.0,Chardonnay,California,Malibu Rocky Oaks
104148,US,84,13.0,Chardonnay,California,Napa Creek
104150,US,83,30.0,Cabernet Sauvignon,California,Pianetta
104153,US,83,7.0,Merlot,California,flipflop
104157,US,83,11.0,Sauvignon Blanc,California,Little Stone Vineyard
104160,France,83,8.0,Pinot Noir,France Other,Barton & Guestier
104162,Chile,83,12.0,Chardonnay,Maule Valley,Chilensis
104167,Chile,82,18.0,Chardonnay,Casablanca Valley,Chilcas
104169,US,82,20.0,Chardonnay,California,Red Pony Ranch
104172,US,87,45.0,Pinot Noir,California,Cellars 33
104174,France,87,20.0,Sauvignon Blanc,Loire Valley,Joseph Mellot
104177,US,87,32.0,Syrah,California,Novy
104179,Italy,87,28.0,Red Blend,Tuscany,Principe Corsini Fattoria Le Corti
104182,Italy,87,29.0,Red Blend,Tuscany,Barone Ricasoli
104183,Italy,87,25.0,Red Blend,Tuscany,Casale di Daviddi
104185,Italy,87,20.0,Red Blend,Tuscany,Castello di Meleto
104188,Italy,87,15.0,Red Blend,Tuscany,Cecchi
104190,US,87,19.0,Sauvignon Blanc,California,Sebastiani
104191,US,87,25.0,Riesling,Oregon,Stoller
104192,Italy,87,19.0,Red Blend,Tuscany,Tenuta di Lilliano
104193,France,96,37.0,Riesling,Alsace,Domaine Weinbach
104194,US,95,165.0,Cabernet Sauvignon,California,Caldwell
104195,US,95,48.0,Cabernet Sauvignon,Washington,Gramercy
104196,US,95,75.0,Pinot Noir,California,Joseph Phelps
104197,Austria,95,50.0,Riesling,Wachau,Domäne Wachau
104198,US,95,25.0,Cabernet Sauvignon,Washington,Southard
104199,France,95,65.0,Riesling,Alsace,Trimbach
104201,France,95,30.0,Riesling,Alsace,Domaines Schlumberger
104202,US,95,85.0,Cabernet Sauvignon,California,Stone The Crows
104203,US,94,125.0,Cabernet Sauvignon,California,Hunnicutt
104204,US,94,50.0,Bordeaux-style Red Blend,Washington,Lauren Ashton Cellars
104205,France,94,50.0,Riesling,Alsace,René Muré
104206,US,94,155.0,Cabernet Sauvignon,California,Signorello
104207,France,94,40.0,Riesling,Alsace,Domaines Schlumberger
104208,US,94,75.0,Merlot,Washington,Dunham
104215,US,94,50.0,Cabernet Sauvignon,Washington,Lauren Ashton Cellars
104218,France,94,29.0,Riesling,Alsace,Domaines Schlumberger
104221,US,94,36.0,Pinot Noir,California,Sante Arcangeli
104222,US,94,55.0,Syrah,Washington,Owen Roe
104223,US,90,45.0,Chardonnay,California,Armida
104224,US,90,48.0,Pinot Noir,Oregon,Brooks
104226,US,90,80.0,Cabernet Sauvignon,California,Von Strasser
104227,Australia,90,17.0,Chardonnay,South Australia,Yalumba
104231,US,90,65.0,Pinot Noir,California,J Vineyards & Winery
104232,Spain,90,45.0,Red Blend,Northern Spain,Otazu
104233,Spain,90,25.0,Red Blend,Northern Spain,Príncipe de Viana
104235,Australia,90,35.0,Cabernet Sauvignon,South Australia,Katnook Estate
104240,US,90,29.0,Pinot Noir,California,Friedeman
104241,US,90,25.0,Chardonnay,California,Acacia
104242,France,90,17.0,Pinot Noir,Alsace,Allimant-Laugner
104243,US,90,35.0,Pinot Noir,California,Alma Rosa
104244,US,90,25.0,Pinot Noir,California,Ampelos
104245,Italy,90,65.0,Red Blend,Tuscany,Argentiera
104249,US,90,14.0,Chardonnay,California,Bonterra
104253,US,93,39.0,Bordeaux-style Red Blend,California,Piocho
104254,Austria,93,42.0,Riesling,Kremstal,Proidl
104255,US,93,62.0,Cabernet Sauvignon,California,Ramey
104256,US,93,82.0,Pinot Noir,California,Small Vines
104259,US,93,26.0,Red Blend,California,Kokomo
104260,Austria,93,80.0,Riesling,Kamptal,Loimer
104263,US,93,65.0,Pinot Noir,California,Zoetic Wines
104272,US,93,50.0,Bordeaux-style Red Blend,California,J. Lohr
104273,US,93,35.0,Cabernet Sauvignon,California,J. Lohr
104274,US,93,100.0,Bordeaux-style Red Blend,California,Bacio Divino
104275,US,93,28.0,Chardonnay,California,Baileyana
104277,US,93,36.0,Pinot Noir,California,Brophy Clark
104285,US,89,39.0,Pinot Noir,California,Spell
104286,US,89,56.0,Pinot Noir,California,Talisman
104287,Portugal,89,30.0,Syrah,Tejo,Quinta do Arrobe
104290,US,89,45.0,Merlot,California,Lexington
104291,US,89,17.0,Cabernet Sauvignon,California,Liberated
104294,US,89,30.0,Pinot Noir,California,Rancho Sisquoc
104299,Spain,89,16.0,Pinot Noir,Catalonia,Juvé y Camps
104300,France,89,20.0,Bordeaux-style Red Blend,Bordeaux,Vignobles Carreau Selection
104304,US,89,35.0,Chardonnay,California,Black Stallion
104305,US,89,40.0,Pinot Noir,California,Bucher
104308,France,89,25.0,Bordeaux-style Red Blend,Bordeaux,Château Béard la Chapelle
104309,France,89,14.0,Bordeaux-style Red Blend,Bordeaux,Château la Croix St-Pierre
104310,France,89,25.0,Bordeaux-style Red Blend,Bordeaux,Château Lamothe-Vincent
104311,France,89,20.0,Bordeaux-style Red Blend,Bordeaux,Château Lescalle
104312,France,89,20.0,Bordeaux-style Red Blend,Bordeaux,Château Pey la Tour
104315,Argentina,87,30.0,Sauvignon Blanc,Mendoza Province,Zorzal
104317,US,87,30.0,Chardonnay,California,Broadway Vineyards
104325,France,87,19.0,Chardonnay,Burgundy,Pierre Gruber
104326,US,87,32.0,Sauvignon Blanc,California,Provenance Vineyards
104327,Portugal,87,30.0,Syrah,Tejo,Quinta do Arrobe
104335,France,87,12.0,Bordeaux-style Red Blend,Southwest France,Domaine de Grange Neuve
104337,US,87,14.0,Cabernet Sauvignon,California,Estancia
104338,US,87,12.0,Sauvignon Blanc,California,Estancia
104341,US,87,20.0,Riesling,New York,Barnstormer
104343,US,92,36.0,Syrah,California,Joseph Swan Vineyards
104344,US,92,32.0,Sauvignon Blanc,California,Judge Palmer
104347,US,92,65.0,Cabernet Sauvignon,California,Lone Madrone
104349,France,92,35.0,Rosé,Provence,Mirabeau
104351,Austria,92,15.0,Red Blend,Niederösterreich,Nastl
104353,US,92,55.0,Syrah,California,Nicora
104354,US,92,125.0,Bordeaux-style Red Blend,California,Pellet Estate
104355,US,92,27.0,Pinot Noir,Oregon,Ponzi
104359,US,92,120.0,Cabernet Sauvignon,California,Sbragia
104361,US,92,49.0,Chardonnay,California,Testarossa
104364,US,92,85.0,Cabernet Sauvignon,California,Vineyard 36
104365,US,92,22.0,Rosé,Washington,Waters
104367,US,92,68.0,Pinot Noir,Oregon,Bergström
104368,France,92,59.0,Rosé,Provence,Bernard Magrez
104370,France,92,48.0,Rosé,Provence,Château Sainte Marguerite
104371,US,92,45.0,Pinot Noir,Oregon,Domaine Serene
104372,US,92,45.0,Chardonnay,California,Frostwatch
104377,US,92,28.0,Syrah,Washington,Novelty Hill
104379,US,92,54.0,Pinot Noir,California,Siduri
104380,US,91,60.0,Syrah,California,Buoncristiani
104386,US,91,55.0,Syrah,California,Spring Mountain Vineyard
104391,US,87,15.0,Cabernet Sauvignon,California,Shooting Star
104394,US,87,27.0,Pinot Noir,Oregon,Argyle
104395,US,87,16.0,Pinot Noir,California,Austerity
104400,US,87,18.0,Cabernet Sauvignon,California,Broadside
104404,US,87,80.0,Cabernet Sauvignon,California,Declaration
104407,US,87,25.0,Pinot Noir,Oregon,Freja
104410,Germany,87,13.0,Riesling,Mosel,Leonard Kreusch
104411,US,87,20.0,Pinot Noir,California,MacMurray Estate Vineyards
104417,US,91,35.0,Syrah,Washington,Lauren Ashton Cellars
104419,US,91,25.0,Pinot Noir,California,Lynmar
104420,US,91,95.0,Cabernet Sauvignon,Washington,Mark Ryan
104421,US,91,48.0,Syrah,Washington,Mark Ryan
104424,Australia,91,65.0,Pinot Noir,Victoria,Moorooduc
104426,US,91,60.0,Syrah,Washington,Pursued by Bear
104427,Germany,91,20.0,Riesling,Rheingau,Robert Weil
104429,US,91,34.0,Sauvignon Blanc,California,Sidebar
104430,US,91,60.0,Cabernet Sauvignon,California,Silver Stag
104431,US,91,45.0,Pinot Noir,California,Sweetzer Cellars
104432,Spain,91,50.0,Red Blend,Catalonia,Vall Llach
104434,US,91,23.0,Pinot Noir,California,Waxwing
104435,US,91,24.0,Pinot Noir,California,Bouchaine
104436,US,91,80.0,Cabernet Sauvignon,Washington,Canvasback
104438,France,91,25.0,Sauvignon Blanc,Bordeaux,Château d'Alix
104439,US,91,65.0,Pinot Noir,Oregon,Coeur de Terre
104441,US,91,28.0,Syrah,Washington,Damsel
104444,US,91,45.0,Chardonnay,California,Foley
104445,US,91,39.0,Chardonnay,Oregon,Goodfellow
104446,France,91,35.0,Sauvignon Blanc,Loire Valley,Henri Bourgeois
104448,US,94,42.0,Pinot Noir,California,Shane Wines
104449,US,94,70.0,Pinot Noir,California,Tantara
104450,US,94,70.0,Chardonnay,California,Testarossa
104451,US,94,60.0,Pinot Noir,California,Three Sticks
104452,US,93,50.0,Cabernet Sauvignon,California,Galerie
104453,France,93,41.0,Riesling,Alsace,Josmeyer
104454,US,93,35.0,Syrah,California,Left Bend
104455,Chile,93,55.0,Red Blend,Colchagua Valley,Maquis
104456,US,93,68.0,Pinot Noir,California,Migration
104458,US,93,50.0,Pinot Noir,California,Point & Line
104460,US,93,55.0,Syrah,Washington,Saviah
104461,US,93,60.0,Pinot Noir,California,Alma Rosa
104463,US,93,60.0,Red Blend,California,Beckmen
104464,US,93,48.0,Cabernet Sauvignon,California,Boekenoogen
104465,US,93,60.0,Cabernet Sauvignon,California,Chappellet
104467,US,93,65.0,Pinot Noir,California,Domaine Anderson
104469,US,93,35.0,Chardonnay,California,Walt
104470,US,93,75.0,Red Blend,California,Shale Oak
104471,US,93,60.0,Pinot Noir,California,Siduri
104472,US,93,64.0,Pinot Noir,California,Testarossa
104473,US,93,66.0,Pinot Noir,California,Testarossa
104474,US,93,48.0,Chardonnay,California,Testarossa
104475,US,93,64.0,Pinot Noir,California,Testarossa
104477,US,88,24.0,Syrah,Oregon,Iris Vineyards
104478,US,88,15.0,Pinot Noir,California,Jack Barrett
104482,Chile,88,14.0,Pinot Noir,Colchagua Valley,Cono Sur
104484,Italy,88,25.0,Red Blend,Tuscany,Diego Finocchi
104486,US,88,45.0,Pinot Noir,California,Etude
104487,Italy,88,25.0,Red Blend,Tuscany,Fattoria di Corsignano
104488,Italy,88,25.0,Red Blend,Tuscany,Fattoria di Montemaggio
104489,US,88,14.0,Cabernet Sauvignon,California,Dachshund
104490,Germany,88,22.0,Riesling,Mosel,Maximin Grünhäuser
104493,Portugal,88,15.0,Rosé,Tejo,Quinta da Lagoalva de Cima
104496,US,88,25.0,Chardonnay,California,Reaper
104497,US,88,17.0,Chardonnay,California,Rodney Strong
104498,US,88,28.0,Chardonnay,California,Rutherford Hill
104499,US,88,25.0,Merlot,California,San Simeon
104502,US,88,38.0,Chardonnay,California,La Follette
104503,France,88,13.0,Bordeaux-style Red Blend,Southwest France,Lionel Osmin & Cie
104504,US,88,36.0,Pinot Noir,California,Loring Wine Company
104505,Italy,88,24.0,Red Blend,Tuscany,Mannucci Droandi
104506,US,88,45.0,Pinot Noir,Oregon,Torii Mor
104508,France,84,32.0,Riesling,Alsace,Domaine Rieflé-Landmann
104511,US,84,10.0,Red Blend,California,Road i Red
104514,Chile,84,12.0,Cabernet Sauvignon,Maipo Valley,Santa Alicia
104515,Chile,84,8.0,Cabernet Sauvignon,Colchagua Valley,Veo
104516,Chile,84,12.0,Sauvignon Blanc,Casablanca Valley,Veramonte
104517,France,84,13.0,Riesling,Alsace,Vieil Armand
104518,Chile,84,12.0,Sauvignon Blanc,Maule Valley,Viña San Vicente
104522,Chile,84,13.0,Sauvignon Blanc,Casablanca Valley,Santa Rita
104523,France,84,15.0,Bordeaux-style Red Blend,Bordeaux,Château Clos Bourbon
104524,France,84,20.0,Bordeaux-style Red Blend,Bordeaux,Château Côte Montpezat
104525,France,84,14.0,Bordeaux-style Red Blend,Bordeaux,Château Dubraud
104526,France,84,13.0,Bordeaux-style Red Blend,Bordeaux,Château Les Grands Maréchaux
104527,France,84,22.0,Bordeaux-style Red Blend,Bordeaux,Château Tertre de Belvès
104528,US,84,26.0,Pinot Noir,New York,Damiani
104529,US,84,25.0,Cabernet Sauvignon,California,Decoy
104531,France,84,29.0,Pinot Noir,Alsace,Domaine Pfister
104532,Chile,84,12.0,Chardonnay,Maipo Valley,Santa Alicia
104534,US,91,62.0,Cabernet Sauvignon,California,Chimney Rock
104535,US,91,24.0,Merlot,California,Sebastiani
104541,US,91,36.0,Pinot Noir,California,Matrix
104542,US,91,48.0,Bordeaux-style Red Blend,California,Terlato
104546,US,91,40.0,Cabernet Sauvignon,California,Honig
104547,US,91,69.0,Pinot Noir,California,Rochioli
104548,US,91,40.0,Cabernet Sauvignon,California,Turnbull
104549,Italy,91,39.0,Chardonnay,Northeastern Italy,Vie di Romans
104552,US,91,27.0,Syrah,California,Novy
104554,US,91,45.0,Pinot Noir,Oregon,Willamette Valley Vineyards
104555,US,91,47.0,Pinot Noir,California,Esterlina
104557,Germany,91,51.0,Riesling,Mosel,Joh. Jos. Prüm
104559,Italy,91,120.0,Chardonnay,Tuscany,Monteverro
104560,Argentina,91,24.0,Red Blend,Mendoza Province,Sottano
104566,US,90,20.0,Merlot,California,Maddalena
104567,Italy,90,22.0,Red Blend,Sicily & Sardinia,Nanfro
104568,Italy,90,15.0,Red Blend,Sicily & Sardinia,Nicosia
104570,US,90,52.0,Red Blend,California,Paraduxx
104571,Italy,90,42.0,Merlot,Sicily & Sardinia,Planeta
104572,Germany,90,70.0,Riesling,Nahe,Prinz Salm
104573,US,90,90.0,Cabernet Sauvignon,California,J. Davies
104574,US,90,36.0,Chardonnay,California,Jack Creek
104577,US,90,21.0,Sauvignon Blanc,Oregon,Kriselle
104578,Argentina,90,55.0,Red Blend,Mendoza Province,Valentin Bianchi
104579,Italy,90,18.0,Red Blend,Sicily & Sardinia,Vigna di Pettineo
104582,US,90,50.0,Pinot Noir,Oregon,Willamette Valley Vineyards
104585,Argentina,90,20.0,Red Blend,Mendoza Province,Clos de los Siete
104586,US,90,32.0,Pinot Noir,Oregon,Domaine Drouhin Oregon
104588,Argentina,90,69.0,Red Blend,Other,El Esteco
104589,France,85,14.0,Rosé,Loire Valley,La Grille
104590,Spain,85,30.0,Red Blend,Catalonia,Marco Abella
104592,US,85,19.0,Merlot,California,Benziger
104594,France,85,14.0,Sauvignon Blanc,Loire Valley,Caves du Val de France
104598,Argentina,85,12.0,Cabernet Sauvignon,Mendoza Province,Valentin Bianchi
104599,France,85,18.0,Bordeaux-style Red Blend,Bordeaux,Château Laffitte Laujac
104600,France,85,15.0,Bordeaux-style Red Blend,Bordeaux,Château Le Prieuré de Bellegarde
104601,Portugal,85,8.0,Rosé,Lisboa,DFJ Vinhos
104605,US,85,18.0,Sauvignon Blanc,California,Rutherford Ranch
104607,Argentina,85,11.0,Chardonnay,Mendoza Province,Santa Julia
104608,US,85,24.0,Pinot Noir,Oregon,Silvan Ridge
104609,Portugal,85,9.0,Rosé,Alentejano,Terras de Alter
104611,US,85,32.0,Chardonnay,Arizona,Pillsbury
104612,France,85,20.0,Sauvignon Blanc,Loire Valley,Isabelle et Pierre Clément
104613,France,85,30.0,Sauvignon Blanc,Loire Valley,Jean Maréchal
104614,Argentina,85,14.0,Cabernet Sauvignon,Other,Michel Torino
104615,Argentina,85,28.0,Red Blend,Mendoza Province,Benvenuto de la Serna
104617,US,85,23.0,Chardonnay,Arizona,Carlson Creek
104621,US,86,15.0,Syrah,Washington,Waterbrook
104622,Chile,86,11.0,Sauvignon Blanc,Casablanca Valley,William Cole
104625,US,86,11.0,Pinot Noir,California,7 Peaks
104627,Chile,86,7.0,Pinot Noir,Central Valley,Beach Kite
104629,US,86,35.0,Syrah,Washington,Cadaretta
104633,US,86,20.0,Red Blend,Washington,Trio Vintners
104635,US,86,23.0,Pinot Noir,California,Husch
104636,Italy,86,48.0,Red Blend,Central Italy,Illuminati Dino
104637,US,86,62.0,Bordeaux-style Red Blend,California,Justin
104639,US,86,65.0,Syrah,California,Larner
104641,Italy,86,14.0,Red Blend,Central Italy,Le Caniette
104645,Italy,86,15.0,Red Blend,Central Italy,Muròla
104646,US,86,30.0,Syrah,California,Putah Creek
104647,US,86,17.0,Pinot Noir,California,River Road
104650,US,91,17.0,Sauvignon Blanc,California,Rodney Strong
104652,US,91,85.0,Syrah,Washington,Sequel
104653,US,91,18.0,Riesling,Washington,Sparkman
104654,US,91,65.0,Pinot Noir,California,Tantara
104655,US,91,78.0,Bordeaux-style Red Blend,Washington,Tenor
104656,US,91,50.0,Cabernet Sauvignon,Washington,Andrew Januik
104657,US,91,50.0,Syrah,Washington,Ardor
104660,US,91,40.0,Cabernet Sauvignon,Washington,Cadaretta
104661,US,91,35.0,Pinot Noir,California,Carpe Diem
104662,Chile,91,21.0,Syrah,Cachapoal Valley,Casas del Toqui
104663,France,91,23.0,Bordeaux-style Red Blend,Southwest France,Château Tour des Gendres
104665,US,91,28.0,Chardonnay,California,McIntyre Vineyards
104667,US,91,22.0,Sauvignon Blanc,California,Priest Ranch
104671,US,91,50.0,Chardonnay,Washington,Sixto
104672,US,91,25.0,Red Blend,Washington,Sparkman
104674,US,91,65.0,Pinot Noir,California,Tantara
104675,Portugal,91,39.0,Syrah,Alentejano,Herdade do Esporão
104676,France,91,47.0,Riesling,Alsace,Josmeyer
104677,Chile,91,20.0,Sauvignon Blanc,Casablanca Valley,Kingston Family
104680,US,86,16.0,Pinot Noir,California,MooBuzz
104681,US,86,24.0,Syrah,California,Morse
104682,France,86,16.0,Chardonnay,Burgundy,Nuiton-Beaunoy
104683,US,86,15.0,Riesling,Ohio,Debonné
104689,US,86,25.0,Cabernet Sauvignon,New York,Standing Stone
104690,US,86,29.0,Merlot,California,V. Sattui
104692,US,86,75.0,Cabernet Sauvignon,California,Ackerman
104695,US,86,25.0,Bordeaux-style Red Blend,Virginia,Boxwood
104696,US,86,18.0,Red Blend,California,Brander
104698,France,86,24.0,Chardonnay,Burgundy,Château de Maligny
104700,France,86,24.0,Pinot Noir,Burgundy,Château Philippe-le-Hardi
104701,France,86,56.0,Chardonnay,Burgundy,Domaine Jean Monnier et Fils
104702,US,86,29.0,Chardonnay,California,Groth
104703,US,86,25.0,Chardonnay,Washington,Hogue
104704,US,86,45.0,Cabernet Sauvignon,California,16X20
104706,Spain,86,10.0,Red Blend,Levante,Altos del Cuco
104710,US,86,50.0,Cabernet Sauvignon,California,Kuleto Estate
104715,Austria,86,17.0,Rosé,Niederösterreich,Dürnberg
104718,US,86,25.0,Syrah,Washington,Frenchman's Gulch
104719,US,86,24.0,Merlot,Washington,Gamache
104722,US,86,15.0,Chardonnay,North Carolina,Biltmore Estate
104726,Australia,86,65.0,Cabernet Sauvignon,South Australia,D'Arenberg
104728,US,85,28.0,Chardonnay,Virginia,Barrel Oak
104730,US,85,23.0,Merlot,California,Markham
104736,US,85,16.0,Chardonnay,Massachusetts,Truro
104737,France,85,13.0,Rosé,Provence,Domaine de la Sauveuse
104741,US,88,34.0,Pinot Noir,California,August West
104743,US,88,17.0,Red Blend,California,Vina Robles
104745,Argentina,88,15.0,Pinot Noir,Mendoza Province,Zorzal
104747,US,88,9.0,Cabernet Sauvignon,California,HandCraft
104749,US,88,65.0,Cabernet Sauvignon,California,Ironstone
104750,US,88,30.0,Chardonnay,California,J Vineyards & Winery
104752,Italy,88,18.0,Chardonnay,Northeastern Italy,Cantina Produttori San Michele Appiano
104758,US,88,15.0,Chardonnay,California,Edna Valley Vineyard
104761,US,88,50.0,Bordeaux-style Red Blend,California,Firestone
104764,US,88,55.0,Cabernet Sauvignon,California,Clos Pegase
104767,US,88,33.0,Red Blend,California,Trenza
104770,US,87,17.0,Chardonnay,California,Rutherford Hill
104771,US,87,25.0,Pinot Noir,California,Rutz
104772,Australia,87,10.0,Red Blend,South Australia,Wirra Wirra
104773,US,87,43.0,Chardonnay,California,Thunder Mountain
104774,US,87,7.0,Merlot,Idaho,Ste. Chapelle
104781,US,87,18.0,Chardonnay,Washington,Hyatt
104782,US,87,26.0,Chardonnay,California,Joseph Phelps
104783,US,87,20.0,Merlot,Washington,Kiona
104784,US,87,16.0,Chardonnay,California,Kunde
104785,US,87,14.0,Sauvignon Blanc,California,Andretti
104786,Australia,87,9.0,Chardonnay,Australia Other,Arunda
104788,US,87,21.0,Merlot,California,McIlroy
104789,US,87,18.0,Chardonnay,California,Raymond
104790,US,87,20.0,Chardonnay,California,Ventana
104792,US,87,10.0,Cabernet Sauvignon,California,Peirano
104793,US,87,9.0,Sauvignon Blanc,California,Peirano
104794,US,87,8.0,Riesling,Washington,Kiona
